prefecture,type,year,land_price,ping_unit_price,change
広島県,公示地価平均,1984年［昭和59年］,15万4520円/m2,51万0811円/坪,+0.33％
広島県,公示地価平均,1985年［昭和60年］,15万4352円/m2,51万0256円/坪,-0.11％
埼玉県,総平均,2015年［平成27年］,13万8973円/m2,45万9417円/坪,+0.57％
埼玉県,総平均,2016年［平成28年］,14万0203円/m2,46万3484円/坪,+0.89％
埼玉県,公示地価平均,1983年［昭和58年］,15万2553円/m2,50万4309円/坪,
埼玉県,公示地価平均,1984年［昭和59年］,15万7973円/m2,52万2226円/坪,+3.55％
埼玉県,公示地価平均,1985年［昭和60年］,16万1385円/m2,53万3505円/坪,+2.16％
埼玉県,公示地価平均,1986年［昭和61年］,17万1525円/m2,56万7024円/坪,+6.28％
千葉県,公示地価平均,1988年［昭和63年］,41万2751円/m2,136万4468円/坪,+104.81％
千葉県,公示地価平均,1989年［平成元年］,46万6330円/m2,154万1587円/坪,+12.98％
千葉県,公示地価平均,1990年［平成2年］,53万3296円/m2,176万2962円/坪,+14.36％
千葉県,公示地価平均,1991年［平成3年］,60万1980円/m2,199万0018円/坪,+12.88％
千葉県,公示地価平均,1992年［平成4年］,50万8046円/m2,167万9492円/坪,-15.60％
千葉県,公示地価平均,1993年［平成5年］,41万4831円/m2,137万1344円/坪,-18.35％
千葉県,公示地価平均,1994年［平成6年］,34万7048円/m2,114万7269円/坪,-16.34％
兵庫県,総平均,2005年［平成17年］,13万2761円/m2,43万8881円/坪,-4.31％
兵庫県,総平均,2006年［平成18年］,13万2751円/m2,43万8848円/坪,-0.01％
兵庫県,総平均,2007年［平成19年］,13万7734円/m2,45万5319円/坪,+3.75％
兵庫県,総平均,2008年［平成20年］,14万6269円/m2,48万3536円/坪,+6.20％
兵庫県,総平均,2009年［平成21年］,14万0579円/m2,46万4725円/坪,-3.89％
兵庫県,総平均,2010年［平成22年］,13万3721円/m2,44万2053円/坪,-4.88％
福岡県,公示地価平均,1986年［昭和61年］,10万1494円/m2,33万5518円/坪,+1.08％
福岡県,公示地価平均,1987年［昭和62年］,11万1271円/m2,36万7840円/坪,+9.63％
福岡県,公示地価平均,1988年［昭和63年］,22万8757円/m2,75万6222円/坪,+105.58％
福岡県,公示地価平均,1989年［平成元年］,26万0197円/m2,86万0157円/坪,+13.74％
福岡県,公示地価平均,1990年［平成2年］,33万5550円/m2,110万9257円/坪,+28.96％
京都府,総平均,1983年［昭和58年］,19万4557円/m2,64万3163円/坪,
広島県,公示地価平均,1986年［昭和61年］,18万8192円/m2,62万2124円/坪,+21.92％
広島県,公示地価平均,1987年［昭和62年］,20万9842円/m2,69万3695円/坪,+11.50％
広島県,公示地価平均,1988年［昭和63年］,25万0296円/m2,82万7426円/坪,+19.28％
広島県,公示地価平均,1989年［平成元年］,38万1767円/m2,126万2039円/坪,+52.53％
広島県,公示地価平均,1990年［平成2年］,45万4491円/m2,150万2452円/坪,+19.05％
広島県,公示地価平均,1991年［平成3年］,52万3381円/m2,173万0185円/坪,+15.16％
埼玉県,公示地価平均,1987年［昭和62年］,19万7921円/m2,65万4284円/坪,+15.39％
埼玉県,公示地価平均,1988年［昭和63年］,35万2650円/m2,116万5787円/坪,+78.18％
埼玉県,公示地価平均,1989年［平成元年］,41万0255円/m2,135万6216円/坪,+16.33％
埼玉県,公示地価平均,1990年［平成2年］,44万4507円/m2,146万9446円/坪,+8.35％
埼玉県,公示地価平均,1991年［平成3年］,48万7113円/m2,161万0291円/坪,+9.58％
埼玉県,公示地価平均,1992年［平成4年］,48万4694円/m2,160万2296円/坪,-0.50％
埼玉県,公示地価平均,1993年［平成5年］,39万9863円/m2,132万1862円/坪,-17.50％
千葉県,公示地価平均,1995年［平成7年］,30万5004円/m2,100万8278円/坪,-12.11％
千葉県,公示地価平均,1996年［平成8年］,26万1708円/m2,86万5152円/坪,-14.20％
千葉県,公示地価平均,1997年［平成9年］,24万2518円/m2,80万1713円/坪,-7.33％
千葉県,公示地価平均,1998年［平成10年］,22万5845円/m2,74万6595円/坪,-6.87％
千葉県,公示地価平均,1999年［平成11年］,19万9286円/m2,65万8799円/坪,-11.76％
千葉県,公示地価平均,2000年［平成12年］,17万5413円/m2,57万9879円/坪,-11.98％
千葉県,公示地価平均,2001年［平成13年］,15万8588円/m2,52万4261円/坪,-9.59％
兵庫県,総平均,2011年［平成23年］,13万1140円/m2,43万3522円/坪,-1.93％
兵庫県,総平均,2012年［平成24年］,13万2171円/m2,43万6929円/坪,+0.79％
兵庫県,総平均,2013年［平成25年］,13万3052円/m2,43万9842円/坪,+0.67％
兵庫県,総平均,2014年［平成26年］,13万4170円/m2,44万3537円/坪,+0.84％
兵庫県,総平均,2015年［平成27年］,13万5564円/m2,44万8147円/坪,+1.04％
兵庫県,総平均,2016年［平成28年］,13万8905円/m2,45万9190円/坪,+2.46％
福岡県,公示地価平均,1991年［平成3年］,42万9045円/m2,141万8331円/坪,+27.86％
福岡県,公示地価平均,1992年［平成4年］,44万4869円/m2,147万0642円/坪,+3.69％
福岡県,公示地価平均,1993年［平成5年］,32万6675円/m2,107万9919円/坪,-26.57％
福岡県,公示地価平均,1994年［平成6年］,25万5669円/m2,84万5186円/坪,-21.74％
福岡県,公示地価平均,1995年［平成7年］,24万2557円/m2,80万1841円/坪,-5.13％
福岡県,公示地価平均,1996年［平成8年］,21万4741円/m2,70万9890円/坪,-11.47％
福岡県,公示地価平均,1997年［平成9年］,19万0893円/m2,63万1054円/坪,-11.11％
京都府,総平均,1984年［昭和59年］,20万6587円/m2,68万2932円/坪,+6.18％
京都府,総平均,1985年［昭和60年］,21万3712円/m2,70万6486円/坪,+3.45％
京都府,総平均,1986年［昭和61年］,24万2959円/m2,80万3173円/坪,+13.69％
京都府,総平均,1987年［昭和62年］,29万0493円/m2,96万0309円/坪,+19.56％
京都府,総平均,1988年［昭和63年］,41万8064円/m2,138万2032円/坪,+43.92％
京都府,総平均,1989年［平成元年］,59万6891円/m2,197万3194円/坪,+42.77％
京都府,総平均,1990年［平成2年］,85万3479円/m2,282万1418円/坪,+42.99％
広島県,公示地価平均,1992年［平成4年］,45万8940円/m2,151万7157円/坪,-12.31％
広島県,公示地価平均,1993年［平成5年］,42万8602円/m2,141万6867円/坪,-6.61％
広島県,公示地価平均,1994年［平成6年］,34万4078円/m2,113万7448円/坪,-19.72％
広島県,公示地価平均,1995年［平成7年］,29万6401円/m2,97万9838円/坪,-13.86％
広島県,公示地価平均,1996年［平成8年］,26万4677円/m2,87万4967円/坪,-10.70％
広島県,公示地価平均,1997年［平成9年］,24万3826円/m2,80万6036円/坪,-7.88％
埼玉県,公示地価平均,1994年［平成6年］,34万0894円/m2,112万6923円/坪,-14.75％
埼玉県,公示地価平均,1995年［平成7年］,31万1440円/m2,102万9553円/坪,-8.64％
埼玉県,公示地価平均,1996年［平成8年］,27万7096円/m2,91万6019円/坪,-11.03％
埼玉県,公示地価平均,1997年［平成9年］,25万6257円/m2,84万7131円/坪,-7.52％
埼玉県,公示地価平均,1998年［平成10年］,23万8810円/m2,78万9455円/坪,-6.81％
埼玉県,公示地価平均,1999年［平成11年］,21万7002円/m2,71万7365円/坪,-9.13％
埼玉県,公示地価平均,2000年［平成12年］,19万8997円/m2,65万7844円/坪,-8.30％
千葉県,公示地価平均,2002年［平成14年］,15万2661円/m2,50万4666円/坪,-3.74％
千葉県,公示地価平均,2003年［平成15年］,14万0385円/m2,46万4083円/坪,-8.04％
千葉県,公示地価平均,2004年［平成16年］,13万1555円/m2,43万4893円/坪,-6.29％
千葉県,公示地価平均,2005年［平成17年］,12万7012円/m2,41万9876円/坪,-3.45％
千葉県,公示地価平均,2006年［平成18年］,12万7217円/m2,42万0552円/坪,+0.16％
兵庫県,公示地価平均,1983年［昭和58年］,16万3610円/m2,54万0862円/坪,
兵庫県,公示地価平均,1984年［昭和59年］,16万8704円/m2,55万7702円/坪,+3.11％
兵庫県,公示地価平均,1985年［昭和60年］,18万5640円/m2,61万3686円/坪,+10.04％
兵庫県,公示地価平均,1986年［昭和61年］,18万7251円/m2,61万9014円/坪,+0.87％
兵庫県,公示地価平均,1987年［昭和62年］,20万3351円/m2,67万2235円/坪,+8.60％
福岡県,公示地価平均,1998年［平成10年］,17万4563円/m2,57万7071円/坪,-8.55％
福岡県,公示地価平均,1999年［平成11年］,17万3243円/m2,57万2706円/坪,-0.76％
福岡県,公示地価平均,2000年［平成12年］,16万3352円/m2,54万0007円/坪,-5.71％
福岡県,公示地価平均,2001年［平成13年］,15万8067円/m2,52万2538円/坪,-3.24％
福岡県,公示地価平均,2002年［平成14年］,14万7033円/m2,48万6059円/坪,-6.98％
福岡県,公示地価平均,2003年［平成15年］,13万7625円/m2,45万4959円/坪,-6.40％
京都府,総平均,1991年［平成3年］,83万4859円/m2,275万9867円/坪,-2.18％
京都府,総平均,1992年［平成4年］,62万4546円/m2,206万4616円/坪,-25.19％
京都府,総平均,1993年［平成5年］,43万8218円/m2,144万8655円/坪,-29.83％
京都府,総平均,1994年［平成6年］,36万3401円/m2,120万1328円/坪,-17.07％
京都府,総平均,1995年［平成7年］,32万7009円/m2,108万1021円/坪,-10.01％
京都府,総平均,1996年［平成8年］,29万5886円/m2,97万8135円/坪,-9.52％
京都府,総平均,1997年［平成9年］,27万7044円/m2,91万5849円/坪,-6.37％
広島県,公示地価平均,1998年［平成10年］,23万4361円/m2,77万4749円/坪,-3.88％
広島県,公示地価平均,1999年［平成11年］,21万8162円/m2,72万1197円/坪,-6.91％
広島県,公示地価平均,2000年［平成12年］,20万0607円/m2,66万3166円/坪,-8.05％
広島県,公示地価平均,2001年［平成13年］,18万5504円/m2,61万3239円/坪,-7.53％
広島県,公示地価平均,2002年［平成14年］,17万2269円/m2,56万9484円/坪,-7.14％
広島県,公示地価平均,2003年［平成15年］,15万7651円/m2,52万1161円/坪,-8.49％
埼玉県,公示地価平均,2001年［平成13年］,18万7974円/m2,62万1404円/坪,-5.54％
埼玉県,公示地価平均,2002年［平成14年］,18万3984円/m2,60万8214円/坪,-2.12％
埼玉県,公示地価平均,2003年［平成15年］,17万4160円/m2,57万5735円/坪,-5.34％
埼玉県,公示地価平均,2004年［平成16年］,16万4583円/m2,54万4077円/坪,-5.50％
埼玉県,公示地価平均,2005年［平成17年］,15万7944円/m2,52万2130円/坪,-4.03％
千葉県,公示地価平均,2007年［平成19年］,13万2980円/m2,43万9605円/坪,+4.53％
千葉県,公示地価平均,2008年［平成20年］,14万0629円/m2,46万4889円/坪,+5.75％
千葉県,公示地価平均,2009年［平成21年］,13万3505円/m2,44万1340円/坪,-5.07％
千葉県,公示地価平均,2010年［平成22年］,12万5912円/m2,41万6240円/坪,-5.69％
千葉県,公示地価平均,2011年［平成23年］,12万4078円/m2,41万0176円/坪,-1.46％
兵庫県,公示地価平均,1988年［昭和63年］,28万1752円/m2,93万1412円/坪,+38.55％
兵庫県,公示地価平均,1989年［平成元年］,41万6434円/m2,137万6643円/坪,+47.80％
兵庫県,公示地価平均,1990年［平成2年］,58万4927円/m2,193万3644円/坪,+40.46％
兵庫県,公示地価平均,1991年［平成3年］,63万7735円/m2,210万8216円/坪,+9.03％
兵庫県,公示地価平均,1992年［平成4年］,51万0568円/m2,168万7830円/坪,-19.94％
兵庫県,公示地価平均,1993年［平成5年］,39万6491円/m2,131万0714円/坪,-22.34％
福岡県,公示地価平均,2004年［平成16年］,12万9510円/m2,42万8132円/坪,-5.90％
福岡県,公示地価平均,2005年［平成17年］,12万2231円/m2,40万4070円/坪,-5.62％
福岡県,公示地価平均,2006年［平成18年］,11万8992円/m2,39万3362円/坪,-2.65％
福岡県,公示地価平均,2007年［平成19年］,12万6148円/m2,41万7020円/坪,+6.01％
福岡県,公示地価平均,2008年［平成20年］,13万9129円/m2,45万9931円/坪,+10.29％
福岡県,公示地価平均,2009年［平成21年］,12万8456円/m2,42万4648円/坪,-7.67％
福岡県,公示地価平均,2010年［平成22年］,11万6922円/m2,38万6520円/坪,-8.98％
京都府,総平均,1998年［平成10年］,26万6547円/m2,88万1147円/坪,-3.79％
京都府,総平均,1999年［平成11年］,24万2483円/m2,80万1598円/坪,-9.03％
京都府,総平均,2000年［平成12年］,22万4651円/m2,74万2650円/坪,-7.35％
京都府,総平均,2001年［平成13年］,21万0355円/m2,69万5388円/坪,-6.36％
京都府,総平均,2002年［平成14年］,19万5998円/m2,64万7927円/坪,-6.83％
京都府,総平均,2003年［平成15年］,18万3384円/m2,60万6228円/坪,-6.44％
広島県,公示地価平均,2004年［平成16年］,14万4673円/m2,47万8258円/坪,-8.23％
広島県,公示地価平均,2005年［平成17年］,13万4180円/m2,44万3573円/坪,-7.25％
広島県,公示地価平均,2006年［平成18年］,12万9175円/m2,42万7027円/坪,-3.73％
広島県,公示地価平均,2007年［平成19年］,13万0729円/m2,43万2164円/坪,+1.20％
広島県,公示地価平均,2008年［平成20年］,13万2219円/m2,43万7088円/坪,+1.14％
広島県,公示地価平均,2009年［平成21年］,12万9558円/m2,42万8292円/坪,-2.01％
埼玉県,公示地価平均,2006年［平成18年］,15万6014円/m2,51万5749円/坪,-1.22％
埼玉県,公示地価平均,2007年［平成19年］,15万9539円/m2,52万7402円/坪,+2.26％
埼玉県,公示地価平均,2008年［平成20年］,17万0635円/m2,56万4083円/坪,+6.96％
埼玉県,公示地価平均,2009年［平成21年］,16万3508円/m2,54万0523円/坪,-4.18％
埼玉県,公示地価平均,2010年［平成22年］,15万4000円/m2,50万9094円/坪,-5.81％
千葉県,公示地価平均,2012年［平成24年］,12万0755円/m2,39万9190円/坪,-2.68％
千葉県,公示地価平均,2013年［平成25年］,11万6405円/m2,38万4809円/坪,-3.60％
千葉県,公示地価平均,2014年［平成26年］,11万6991円/m2,38万6749円/坪,+0.50％
千葉県,公示地価平均,2015年［平成27年］,11万7501円/m2,38万8433円/坪,+0.44％
千葉県,公示地価平均,2016年［平成28年］,11万6767円/m2,38万6007円/坪,-0.62％
千葉県,公示地価平均,2017年［平成29年］,11万7387円/m2,38万8058円/坪,+0.53％
千葉県,基準地価平均,1983年［昭和58年］,10万4690円/m2,34万6085円/坪,
兵庫県,公示地価平均,1994年［平成6年］,32万4531円/m2,107万2831円/坪,-18.15％
兵庫県,公示地価平均,1995年［平成7年］,29万4913円/m2,97万4919円/坪,-9.13％
兵庫県,公示地価平均,1996年［平成8年］,26万9606円/m2,89万1261円/坪,-8.58％
兵庫県,公示地価平均,1997年［平成9年］,25万9494円/m2,85万7834円/坪,-3.75％
兵庫県,公示地価平均,1998年［平成10年］,24万9914円/m2,82万6163円/坪,-3.69％
福岡県,公示地価平均,2011年［平成23年］,11万4301円/m2,37万7857円/坪,-2.24％
福岡県,公示地価平均,2012年［平成24年］,11万3331円/m2,37万4650円/坪,-0.85％
福岡県,公示地価平均,2013年［平成25年］,11万1839円/m2,36万9717円/坪,-1.32％
福岡県,公示地価平均,2014年［平成26年］,11万2598円/m2,37万2225円/坪,+0.68％
福岡県,公示地価平均,2015年［平成27年］,11万4876円/m2,37万9755円/坪,+2.02％
京都府,総平均,2004年［平成16年］,17万0655円/m2,56万4150円/坪,-6.94％
京都府,総平均,2005年［平成17年］,16万4718円/m2,54万4525円/坪,-3.48％
京都府,総平均,2006年［平成18年］,16万9444円/m2,56万0148円/坪,+2.87％
京都府,総平均,2007年［平成19年］,18万2064円/m2,60万1866円/坪,+7.45％
京都府,総平均,2008年［平成20年］,18万8616円/m2,62万3527円/坪,+3.60％
京都府,総平均,2009年［平成21年］,18万2705円/m2,60万3985円/坪,-3.13％
